Cells_AreaShape_FormFactor,Cells_Correlation_K_ER_DNA,Cells_Correlation_K_RNA_DNA,Cells_Intensity_MaxIntensityEdge_ER,Cells_Intensity_MaxIntensityEdge_Mito,Cells_Intensity_MaxIntensityEdge_RNA,Cells_Intensity_StdIntensityEdge_AGP,Cells_Intensity_UpperQuartileIntensity_ER,Cells_RadialDistribution_RadialCV_AGP_4of4,Cells_Texture_DifferenceVariance_AGP_10_0,Cells_Texture_Gabor_RNA_5,Cells_Texture_SumEntropy_Mito_10_0,Cells_Texture_SumVariance_ER_10_0,Cytoplasm_AreaShape_Compactness,Cytoplasm_AreaShape_FormFactor,Cytoplasm_AreaShape_MajorAxisLength,Cytoplasm_AreaShape_Solidity,Cytoplasm_AreaShape_Zernike_0_0,Cytoplasm_AreaShape_Zernike_2_0,Cytoplasm_Correlation_Correlation_ER_RNA,Cytoplasm_Correlation_Overlap_DNA_AGP,Cytoplasm_Intensity_LowerQuartileIntensity_ER,Cytoplasm_Intensity_MADIntensity_AGP,Cytoplasm_Intensity_MinIntensityEdge_ER,Cytoplasm_RadialDistribution_FracAtD_ER_3of4,Cytoplasm_RadialDistribution_MeanFrac_AGP_3of4,Cytoplasm_RadialDistribution_MeanFrac_DNA_1of4,Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,Cytoplasm_RadialDistribution_MeanFrac_Mito_3of4,Cytoplasm_RadialDistribution_RadialCV_AGP_1of4,Cytoplasm_Texture_AngularSecondMoment_AGP_5_0,Cytoplasm_Texture_AngularSecondMoment_ER_10_0,Cytoplasm_Texture_Correlation_AGP_3_0,Cytoplasm_Texture_DifferenceEntropy_Mito_10_0,Cytoplasm_Texture_DifferenceVariance_ER_10_0,Cytoplasm_Texture_DifferenceVariance_Mito_10_0,Cytoplasm_Texture_Gabor_ER_10,Cytoplasm_Texture_Gabor_Mito_10,Cytoplasm_Texture_InfoMeas1_DNA_3_0,Cytoplasm_Texture_InfoMeas2_ER_10_0,Cytoplasm_Texture_SumAverage_RNA_10_0,Cytoplasm_Texture_SumVariance_ER_10_0,Cytoplasm_Texture_SumVariance_Mito_10_0,Nuclei_AreaShape_Zernike_4_4,Nuclei_Correlation_Correlation_ER_AGP,Nuclei_Granularity_5_DNA,Nuclei_Intensity_IntegratedIntensityEdge_AGP,Nuclei_Intensity_MADIntensity_AGP,Nuclei_Intensity_MinIntensityEdge_AGP,Nuclei_Neighbors_FirstClosestDistance_1,Nuclei_RadialDistribution_RadialCV_ER_3of4,Nuclei_RadialDistribution_RadialCV_Mito_3of4,Nuclei_Texture_DifferenceEntropy_AGP_10_0,Nuclei_Texture_DifferenceEntropy_ER_10_0,Nuclei_Texture_DifferenceEntropy_Mito_10_0,Nuclei_Texture_DifferenceVariance_ER_10_0,Nuclei_Texture_DifferenceVariance_RNA_3_0,Nuclei_Texture_Gabor_RNA_5,Nuclei_Texture_InfoMeas1_AGP_3_0,Nuclei_Texture_InfoMeas1_ER_3_0,Nuclei_Texture_InverseDifferenceMoment_DNA_10_0,Nuclei_Texture_Variance_ER_10_0
0.3497112049178885,-1.000022971960132,0.4310631742460452,-0.7171178405261343,-0.7511459693955627,-0.5263776665900088,-0.8199606765877817,-0.2550245483797065,-0.1608805886254026,-1.180785846002029,-2.104242356115656,1.483453757359952,0.6832411526046297,0.0882999453101479,0.8124983542603409,-0.3830747658387283,-0.5538305891095953,-0.1454037877554537,-1.3360869094813876,0.3087615855710358,0.4264811123247842,0.1606678034447235,-0.7228866915884956,0.3486449491007034,-0.2680293565646547,-0.2130439417370295,-0.1959982907220354,-1.141790681313786,-0.5931411943336694,-1.4150070043279064,-1.38865194564045,0.4169739046680386,-0.8960180997063305,1.2640427796310936,0.5736982269162006,-0.3576750749793583,-0.0400576930394541,-0.7182121197987272,1.6746555072838645,0.6189130502360338,1.886844664590808,1.7222911159512375,-0.3676234917216822,-0.6620022347132535,0.8831423866714685,-0.2488075918487282,-0.2085822305183031,-1.0794022186092984,0.4633336021134698,0.4079070255120487,-1.7185540130348194,0.0949455517680812,-0.8707352172752645,0.5459061495357432,1.3517207738232688,1.3648877562585224,-1.646173483516992,-4.696017765699051,-0.222316478612362,-0.2084772696696799,0.1280529599460399,0.8701545712123757
-1.0413561934342523,-2.1961200852752905,-1.5477363770713723,0.2439487895183318,-0.1801055850066898,0.6308261568827266,0.5644942227989163,0.3268263926770541,-0.5992977045294204,-1.0695191396536483,-1.992260973178808,0.4482444861881504,1.217399128901587,0.4274279507265537,-2.0440657812751724,0.7441960939882921,-0.5603728223497793,0.1110882741807107,1.2364014182520748,2.0762782919093565,0.5460323914824329,0.03645137773349,1.1829875640597347,-0.6560719670536279,-0.102566977526331,-0.0782855964984915,2.27696423562313,-0.570927904888773,0.0730180142831652,1.177928066928333,-0.6850194243388847,-2.4580005071707154,0.2894029010112603,0.4291389375009015,0.3127985515589222,-0.219954873258766,0.2483012726092541,-0.0919346821643111,1.7179277303848983,1.341690567799356,-0.0957508494418792,-0.4981082300810269,0.1133778882653164,0.0134971308743598,0.7338219613728021,-1.810428283494672,0.9052271422747888,-0.5384688738283115,1.3508951064427526,-0.0067259197621395,0.0906852862634204,-0.6423454120008059,0.2838116787790434,1.2669436540986447,0.9489752049770246,-1.1276773533156823,-2.963756983226729,-1.507378666831375,1.0642397248761002,0.4364635988712547,0.2665228867694019,1.1360275694384725
-0.3929578358372276,-1.26884013586163,-0.8356885082206158,0.2490444795921361,0.2891331741214715,-0.7412014789223517,0.1525387404703102,1.091141942700367,-1.0556131512225435,0.7543646612456267,-0.620028372441344,1.1286541453240129,0.6168535742913389,0.5910028124502109,0.5127702402280326,0.2050870332953275,-0.6699718702410528,0.2025351261915463,1.6510070298442276,0.6348450947869946,-0.2123545778299077,0.0970032726577784,-0.0240352926890052,-0.6176364417773471,0.6905294553775458,0.6447602221184194,1.3396098736756008,-2.2070180057593856,0.0175304724011264,0.9319235137251444,-0.3676577269223572,0.5517939345057248,-0.8103404061490286,-0.4535590541030947,0.2914030490629182,0.8116735911884139,-0.3703540588966244,0.0394255965444947,0.1279929097306174,0.2922704481937657,0.5280606013052863,-0.8209970001507378,0.3767109280666163,-2.6929460108210543,0.7923493045245418,-0.5710670676657759,0.61412692040223,-0.3741881641325122,-0.508921777275958,0.4339615302743563,1.3975892562091587,0.8113085797406416,1.2486755801540628,0.0549999142300517,3.272734393495969,1.8914952922702644,-1.035941132985332,-1.9226453450972485,-0.7429541346080002,-1.974545712403795,0.6217786404250738,0.7106285930226166
0.3596494315180476,-0.7355873214771856,-0.1079720347428715,0.7784265707291791,-1.1451795044813189,0.24688879118263,-1.390312718289522,-0.2957528133927288,-0.0469439119621937,-0.2298440800100079,-0.8826345480565005,1.2282934385435922,1.7340045529145691,0.2235263397006819,1.2998874246731873,0.8726544969636193,-0.1661960705022275,0.5687972849666145,-0.6332262674520882,-0.0988013577185789,-0.1608273614250415,0.0372834399484899,0.8396607620945796,-0.6627146812173321,-0.0389575715461119,0.954261746188142,-0.7358732541951776,0.3471251399166982,-0.2703828085498221,0.0607079876911063,1.3843397376349456,0.3502011061697727,-0.2163559037156898,0.7883275655918445,0.3579611849096716,-1.9181623696433003,1.26644297243895,-0.3653567939958489,1.2534084259696,1.6055023636282566,0.0841317878423111,1.669658841274794,1.5477135928597003,0.3628783920026757,1.4526001671690696,0.3563255460626551,0.3922387131757805,-0.6601584911213275,-0.2837535074179816,-0.701782843103898,0.5542817897126346,-0.4248503580771942,-1.1161545507812534,0.3942122892631817,0.1371496752406544,0.5881075327627571,-0.8886955364096658,-2.76226082174873,-1.080603778162711,-0.5564251753151073,-1.270964894609372,3.2170337045039235
-0.1403033433599362,1.6753738567933838,0.2521713560314187,0.0222510206401856,-1.2578995314739534,0.7823220066372353,0.0268172207625879,-0.1388359647273785,1.4655322633551722,0.1938358841281494,-1.26359461678466,0.7794817866480255,1.3539021205003912,-0.0736631494846371,1.0302453351325245,0.2797175520301396,-0.9947925535238024,-0.1493045606429372,0.8475241678238409,0.2305977480291785,-0.7031730335208942,-0.0051479532838492,1.0298259877150564,-2.255666450168545,-0.9452036859024464,-0.0285501646312981,-0.5430648559123022,-0.8223100939876468,-0.8665780200574744,0.0049606236930221,1.4703725248437336,-0.5797681636081037,-0.949042217884503,1.2141308865117697,0.2302019346444662,-0.9402695787757313,1.0822790557574988,0.3901767955418289,1.7488071736293118,0.6669748356254058,0.6152507409231467,1.4944334530541967,1.7743829381020193,0.228579054138523,0.5105194288762125,-1.137405754496818,0.6004565963018519,0.952327962896492,-0.2986025569193813,-0.808797683691929,0.6413791809017586,-0.0149540583944123,-0.8528763730444914,1.1713416375147532,0.3480074239988837,-0.8344939806211044,-0.4081559005280543,-0.1628809703971565,0.0921899558254515,-1.716246223186375,-2.799109579328077,-0.3224430070914414
0.1311522890241103,-0.5215115600490369,0.2895377729456798,-0.1967335768526936,-0.6323837548038511,-0.3908339762126475,-1.7716678325126771,0.4630727346492212,-0.3324629295030655,-1.0504421878298975,-1.005158654366047,0.4004301054951168,0.6223816895543337,0.2558850438108737,-2.7987149169132,0.2011748631737399,-0.2301320390791267,-1.2689097564000948,0.034783669913778,0.2870807151362593,-0.2533071405942223,-0.8926344154310452,0.2414904253256246,-1.7051885790162993,-0.1778616052424235,-1.3461498467393684,1.7252542179970858,-0.2760517919567717,-0.7563771591118322,0.6672181708736366,1.1309308657440105,1.2154269568294702,-1.5491641770629907,0.4726020825946907,1.1504695268179157,0.4323277555473279,0.3195085389452253,0.2684328578834472,0.4488262093481235,1.052071601803804,1.6455702202269045,-0.4693611638741519,0.0281430636292501,0.8931215945487623,-2.009476063406441,-1.5304385792705504,-0.5368060104863874,-0.5579024144920192,0.4563816128912857,0.2099437506365382,-0.6771716748107113,1.0069435002357985,-0.2270016362450139,-0.0534499627745412,1.839145161403842,-0.4253351829836053,-1.5997137065535978,-1.5535176445635712,0.6802450528464719,0.1339957943993643,0.9972130136931612,1.3939993674007196
-1.3992338448004444,-0.721764251469508,-0.0735651992953341,-0.7210578469355126,-0.2213861658137638,-0.4624308582096406,-0.0108038445693234,-0.7725317366632708,0.8003358987122147,-1.402641521565036,-0.5739014442675454,0.6720953211170182,0.4445431879420471,1.0285854097487694,-0.7908901593689753,0.3778447276534052,-0.831851854491936,-1.5280003366286916,-1.5373793963977396,-0.4008505388488186,-0.5582835544015806,-1.382147077011777,0.0671051218773137,-1.482514244065389,0.4980512620491404,-1.269782017737218,1.1841223176327298,0.891615958095529,-0.9319016939097512,2.683355023062054,0.7485893197851764,0.3449888169272332,-1.258825076829087,0.7878660593557275,1.3555067763823154,0.3721504269605264,0.4573201168898838,0.5864068243075267,0.8422704409790097,0.5930309912732363,0.446140069604467,-1.8164620092047885,1.100122385476029,0.7643107583378268,-0.7490436007587002,-0.1922932858638646,-1.0393410274473205,-0.1553401519010342,0.2319443291879867,1.1777261654341775,0.4669643858336919,1.5526868306362842,-0.5444013215217796,1.014696689503271,0.9046150888681406,-2.044291728012976,-0.7082125063735691,-0.0921119016112782,-0.2279032774017739,0.3846420492808899,1.1870736471461685,0.5514605353706927
-1.12932386380076,-1.0498250146318406,0.1571166470610805,1.079911957291408,-1.5052423374377717,0.3112119625179985,-3.1605678618012205,1.2325634349633114,0.8531347774133924,-0.8035178650523851,-0.5503254490788788,1.287642806055189,-0.6279146467028713,-0.6702444965400907,-0.4122149639488481,1.8827377195452484,-0.3783365982799014,-1.506252499717136,0.4435374391082644,-0.2203823932323086,-0.7051186240599835,-1.4748971353069944,0.0936516609902292,-2.116577408984739,-0.5596422351141712,0.1668807888944165,2.657840929135798,-0.3948027028365417,-0.3003489318011723,1.7490696165852362,-0.4583536505651089,1.1210305227160826,-1.1661233728211944,-0.1768737415124578,-1.1160973848711502,-1.4954491162579282,-0.2176184736931382,0.0154165132368509,1.6065726239694555,0.1958597235602956,-0.6636611854100951,0.6307329604757743,1.714466020039274,0.2321551203285047,0.2969413213577843,-2.412948184501009,0.5113217771065433,0.1295651356916321,-1.714236289333209,0.0934659230829799,-0.45297612494207,0.2121001325346884,-2.0283081907868112,-1.4538800485906722,0.6742795414027389,-1.0952019000242743,-1.1310278195998849,-0.376762055245549,0.1911182000511485,-0.4130336377682572,0.1958418964355347,0.3890551045520038
0.1898855841702073,-0.2665344553364768,-1.374411924724666,-1.4024725787669303,1.3747603259325083,-0.2175200002596205,-0.5445922034019238,0.021123463933673,-1.306719383642104,-0.6805721684282262,-0.4382718820214332,-0.8422713892341569,-1.8942545742581016,-0.7360640407083121,-0.5779902089291602,0.6630405753411699,0.0349724177024106,0.93216886558307,0.3388641138097975,-0.2329439168405783,-0.7415045780735126,-0.6731557824134773,-0.4165106595837081,-0.9725228888545168,0.0170450627803182,0.6286210102289258,0.4170185232849606,0.6362335795052106,-1.1801056136585777,0.6054075134768251,0.7061800877395181,-1.7905887881628089,-0.9684633582013634,-0.1068021979817274,0.1282056360123254,0.6776331625803604,-0.1196227122470131,-0.3285804896384492,1.585120308120973,-0.8634836943631325,1.2040542950541928,-0.0701528375487565,-0.5932422462238224,2.5240976975162104,-0.8908117976117953,0.0059783831374779,0.4307931958089561,0.6938005088455632,-0.4275826169190133,1.137998307517292,-0.6015431578248361,-1.554030919845515,0.001471224445658,0.8215658018371915,-1.689180489739482,0.6603442296834625,-1.0069578603647344,-0.3337524420422582,0.0851905375788222,1.2062862125444989,1.1105877581907453,-0.7193676359420884
-0.2946530424068428,-0.1305768804682305,0.2696316140755487,0.1797749586603349,-1.2781755490351114,-0.9700759860252584,1.032443539455389,-0.250926236807116,0.8568529094370001,0.1090398803279976,0.2335665623714671,0.9594794294357348,0.8566341412408285,-0.7393012985434919,-1.9224808858051492,-0.8124689303591894,-0.039734126053636,1.502186633100835,0.8561329580303947,-0.4430363238274759,0.8744697477926127,0.1997873727094649,0.345638121682299,0.0069158021145497,0.1260030548897285,-0.0769440714206155,-0.8417624822727245,-0.8778955696930253,-0.4253030492840722,-0.3489857872108148,-0.6524644229074019,0.6444144977779588,-2.186017605264904,0.308580478079657,0.5068457855680918,0.7825248305749588,0.1223529637466494,-0.5769940311279073,1.7394965978494852,0.4042411560815433,-0.5535403462948323,-0.1663511536174949,1.0375086806995435,-0.4359638300344538,0.2467650459314828,-0.3034995137168755,0.2776014762831076,-0.7849607796952927,-0.1808629002261618,1.9316430572278347,-0.2652702229353439,-1.816329600914144,-1.0360665661745996,1.704546154536823,2.5921657024278493,1.888024555875501,-0.5797218428958777,0.4140024584558001,-0.4003981147529541,-1.1465423859124677,2.0304389086654706,-0.0262927339028895
